BARCODE	CXCL14	GPR85	C12orf54	LINC01641
GTEX-SN8G-0226-SM-4DM6B	869.9	0.2078	0.3885	0
GTEX-SN8G-0326-SM-32PLG	129.9	0.02511	0.4611	0
GTEX-SN8G-0426-SM-32PLF	192.2	0.7802	3.958	0
GTEX-SN8G-0526-SM-32PLE	83.45	0.1171	1.426	0
GTEX-SN8G-0926-SM-4DM5I	51.79	0.3913	1.089	0
GTEX-SN8G-1526-SM-4DM79	317.4	0.4113	1.083	0
GTEX-SN8G-2426-SM-EVR31	0.334	0.04245	1.767	0
GTEX-SN8G-2626-SM-EXUQT	74.46	0.1497	1.633	0
GTEX-SNMC-0006-SM-2XCFE	7.536	0.06605	0	0
GTEX-SNMC-0008-SM-4DM5A	0.4255	1.536	0	0
GTEX-SNMC-0126-SM-2XCFO	4.702	0.166	0.0388	0
GTEX-SNMC-0226-SM-4DM6F	12.48	0.1273	0.531	0
GTEX-SNMC-0426-SM-4DM5Y	4.168	0.1863	0.3061	0
GTEX-SNMC-0526-SM-4DM69	59.78	0.09593	4.234	0
GTEX-SNMC-0626-SM-4DM6H	33.28	0.0147	0.08587	0
GTEX-SNMC-0826-SM-4DM66	46.89	1.177	1.748	0
GTEX-SNMC-0926-SM-4DM5U	9.99	0.3869	0.5651	0
GTEX-SNMC-1026-SM-4DM7K	2.083	3.313	130.3	0
GTEX-SNMC-1126-SM-4DM5M	75.65	0.1955	0.173	0
GTEX-SNMC-1226-SM-2XCFP	512.4	0.1197	0.2665	0
GTEX-SNMC-1326-SM-2XCFK	519.4	0.4013	0.4263	0
GTEX-SNMC-1426-SM-2XCFM	39.49	0.01402	0.1228	0
GTEX-SNMC-1526-SM-2XCFN	23.25	0.04477	0.6538	0
GTEX-SNMC-1626-SM-4DM52	101.5	0.3522	3.445	0
GTEX-SNOS-0003-SM-3NMAO	0.7795	0.04953	0.04823	0
GTEX-SNOS-0006-SM-32PLH	0.8337	0.1877	0	0
GTEX-SNOS-0008-SM-4DM6I	1.171	2.616	0.08086	0
GTEX-SNOS-0226-SM-32PLR	94.84	0.3305	0.3861	0
GTEX-SNOS-0326-SM-4DM6C	27.05	0.8784	0.1339	0
GTEX-SNOS-0426-SM-32PMH	4.245	0.7532	0.3808	0
GTEX-SNOS-0526-SM-4DM54	8.925	0.8083	1.771	0
GTEX-SNOS-0626-SM-4DM5F	74.04	0.2942	2.226	0
GTEX-SNOS-0726-SM-4DM5Z	24	0.9877	0.2992	0
GTEX-SNOS-0826-SM-4DM5N	19.08	0.2508	0.0586	0
GTEX-SNOS-0926-SM-4DM7A	3.72	0.0758	0.1165	0
GTEX-SNOS-1026-SM-4DM4Y	3.697	0.8576	0.4264	0
GTEX-SNOS-1126-SM-4DM67	2.416	4.95	228.2	0
GTEX-SNOS-1226-SM-4DM5H	55.73	0.1967	0.06213	0
GTEX-SNOS-1426-SM-32PLY	496.4	1.075	0.09102	0
GTEX-SNOS-1526-SM-32PLW	24.68	0.03734	0.2545	0
GTEX-SNOS-1626-SM-3NMA4	102.8	0.5244	0.3911	0
GTEX-SNOS-1726-SM-32PLN	62.53	0.1736	0.2029	0
GTEX-SSA3-0002-SM-3P61R	0.2873	0.02029	0.0474	0
GTEX-SSA3-0005-SM-32QOT	0.7022	0	0	0
GTEX-SSA3-0008-SM-47JWJ	1.137	1.4	0.1731	0
GTEX-SSA3-0126-SM-32QPU	2376	0.187	0.6426	0
GTEX-SSA3-0226-SM-32QPN	873.4	0.4801	0.9349	0
GTEX-SSA3-0326-SM-32QPS	186.5	0.0685	0.6003	0
GTEX-SSA3-0426-SM-32QPI	253.9	0.2254	0.2633	0
GTEX-SSA3-0526-SM-32QPL	965.3	0.1579	1.328	0
GTEX-SUCS-0002-SM-3NMAJ	0.6518	0.008082	0.04721	0
GTEX-SUCS-0006-SM-4DM59	0.2435	0	0.03616	0
GTEX-SUCS-0008-SM-4DM53	0.2929	1.199	0.1305	0
GTEX-SUCS-0226-SM-32PLQ	146.1	0.3591	0.3903	0
GTEX-SUCS-0326-SM-32PLL	0.8472	0.1318	0.05135	0
GTEX-SUCS-0526-SM-4DM56	2.355	0.05702	0.6246	0
GTEX-SUCS-0626-SM-32PM5	15.45	0.4735	0.6483	0
GTEX-SUCS-0726-SM-4DM7J	236.9	0.1097	4.014	0
GTEX-SUCS-0926-SM-4DM4Z	5.376	0.04361	0.08493	0
GTEX-SUCS-1126-SM-4DM61	54.37	0.1926	0.4823	0
GTEX-SUCS-1326-SM-4DM5T	7.623	3.297	80.02	0
GTEX-SUCS-1426-SM-4DM5W	10.05	0.0208	0.1215	0
GTEX-SUCS-1626-SM-32PLS	43.65	0.02973	0.2388	0
GTEX-SUCS-1726-SM-32PM8	234.7	0.1998	1.401	0
GTEX-SUCS-1826-SM-32PM1	510.3	0.315	0.2103	0
GTEX-SUCS-1926-SM-32PM3	539.6	0.09026	0.3668	0
GTEX-T2IS-0008-SM-4DM75	2.371	0.9309	0.08915	0
GTEX-T2IS-0011-R11A-SM-32QPC	0.9382	7.937	0.2726	0
GTEX-T2IS-0011-R2A-SM-32QPF	14.19	6.921	0.6381	0
GTEX-T2IS-0011-R3A-SM-32QPB	75.27	7.69	1.126	0
GTEX-T2IS-0011-R5A-SM-32QP4	57.99	15.61	0.3122	0
GTEX-T2IS-0011-R6A-SM-32QP2	113.6	6.635	0.6196	0
GTEX-T2IS-0126-SM-4DM6O	2052	0.02913	0.8508	0
GTEX-T2IS-0226-SM-32QPH	259.3	0.6776	0.5163	0
GTEX-T2IS-0426-SM-32QPE	1.97	0	0	0
GTEX-T2IS-0526-SM-32QP9	6.457	1.96	0.2414	0
GTEX-T2IS-0626-SM-32QP6	94.42	0.2366	1.751	0
GTEX-T2IS-0826-SM-4DM6L	197.3	0.1289	2.306	0
GTEX-T2IS-0926-SM-4DM5B	15.21	0.3084	0.9007	0
GTEX-T2IS-1026-SM-32QP1	136.5	0.602	0.7095	0
GTEX-T2IS-1126-SM-4DM6Z	1435	0.3303	1.929	0
GTEX-T2IS-1526-SM-32QPR	263.1	0.3445	0.231	0
GTEX-T2IS-1926-SM-4DM74	993	0.3688	2.756	0
GTEX-T2IS-2026-SM-4DM6W	3.217	0.09345	1.501	0
GTEX-T2IS-2226-SM-4DM65	4.403	0.3141	0.8602	0
GTEX-T2IS-2626-SM-32QPP	62.94	0.01117	0.1632	0
GTEX-T2IS-2926-SM-32QPO	0.7937	9.165	0.4715	0
GTEX-T2IS-3026-SM-32QPM	142.4	5.856	0.3738	0
GTEX-T2IS-3126-SM-32QPK	5.096	0.9529	0.5405	0
GTEX-T2YK-0005-SM-32QOV	6.208	0.05954	0.05798	0
GTEX-T2YK-0008-SM-4DM6M	0.8905	0.9788	0.1072	0
GTEX-T2YK-0326-SM-4DM7D	302.6	0.9035	0.6385	0
GTEX-T2YK-0526-SM-32QPJ	845.2	0.1001	0.04498	0
GTEX-T2YK-1126-SM-EVYAL	57.53	0.3577	0.1045	0
GTEX-T2YK-1326-SM-4DM6S	56.48	0.1269	1.003	0
GTEX-T2YK-2226-SM-32QPT	154.5	1.286	0.5121	0
GTEX-T2YK-2326-SM-EZ6LA	30.21	0.3308	0.2255	0
GTEX-T5JC-0001-SM-3NMAK	0.9804	0	0.3426	0
GTEX-T5JC-0006-SM-EZ6L9	1.141	0.0145	0	0
GTEX-T5JC-0008-SM-4DM6A	0.6218	0.9813	0.1154	0
GTEX-T5JC-0011-R10A-SM-32PM2	168	5.74	1.254	0
GTEX-T5JC-0011-R11A-SM-32PMB	1.492	7.297	0.5187	0
GTEX-T5JC-0011-R1A-SM-32PM6	82.94	6.545	0.37	0
GTEX-T5JC-0011-R2A-SM-32PLZ	28.67	2.661	0.9175	0
GTEX-T5JC-0011-R4A-SM-32PLT	184	3.229	0.7012	0
GTEX-T5JC-0011-R5A-SM-32PLK	61.8	3.219	0.552	0
GTEX-T5JC-0011-R6A-SM-D3L87	48.73	3.917	1.091	0
GTEX-T5JC-0011-R7A-SM-32PME	70.67	4.176	0.4458	0
GTEX-T5JC-0011-R8A-SM-32PLM	87.27	6.985	0.6605	0
GTEX-T5JC-0011-R9A-SM-32PLV	4.419	3.561	0.6982	0
GTEX-T5JC-0226-SM-32PMA	36.79	0.1157	0.2253	0
GTEX-T5JC-0326-SM-4DM5C	66.16	0.1564	0.203	0
GTEX-T5JC-0426-SM-32PLO	1065	0.03017	0.4112	0
GTEX-T5JC-0526-SM-32PM7	668	0.4503	0.2391	0
GTEX-T5JC-0626-SM-3NMA6	52.19	0.01218	0.178	0
GTEX-T5JC-0726-SM-4DM55	3.072	2.486	81.05	0
GTEX-T5JC-0826-SM-32PMC	1.767	0.2307	0.3547	0
GTEX-T5JC-1226-SM-4DM7C	2.25	0.1496	1.388	0
GTEX-T5JC-1526-SM-4DM68	275.5	0.007123	0.04161	0
GTEX-T5JC-1626-SM-EZ6KW	71.14	0.714	0.06135	0
GTEX-T5JC-1726-SM-4DM6U	54.46	0.1603	5.432	0
GTEX-T5JC-1826-SM-4DM6E	19.61	0.288	0.6077	0
GTEX-T5JC-1926-SM-4DM6Q	20.46	0.1103	1.338	0
GTEX-T5JC-2126-SM-32PMO	183.7	0.3877	1.119	0
GTEX-T5JC-2326-SM-32PMR	1.391	7.268	0.5267	0
GTEX-T5JC-2426-SM-3NMDB	105.3	5.553	0.638	0
GTEX-T5JC-2526-SM-4DM6G	2.189	0.4451	0.325	0
GTEX-T5JW-0003-SM-3NMAD	0.3675	0	0.2518	0
GTEX-T5JW-0005-SM-3GADE	0.4893	0.004784	0	0
GTEX-T5JW-0008-SM-4DM5X	0.4383	1.225	0	0
GTEX-T5JW-0126-SM-4DM6K	60.14	0.7022	0.08917	0
GTEX-T5JW-0226-SM-4DM7I	58.27	0.02139	0.09372	0
GTEX-T5JW-0326-SM-4DM6J	102.8	0.7562	0.125	0
GTEX-T5JW-0426-SM-4DM7M	0.9654	0.1022	0.677	0
GTEX-T5JW-0726-SM-4DM6D	341.4	0.08868	6.735	0
GTEX-T5JW-0826-SM-EYYVD	581.9	0.1368	0.7991	0
GTEX-T5JW-0926-SM-4DM5K	9.07	0.01246	0	0
GTEX-T5JW-1026-SM-EZ6LR	78.4	1.145	2.752	0
GTEX-T5JW-1126-SM-4DM5V	102.7	0.07238	0.05286	0
GTEX-T5JW-1226-SM-3GACY	60.54	0.4199	0.914	0
GTEX-T5JW-1326-SM-4DM5G	78.76	0.1043	8.425	0
GTEX-T5JW-1426-SM-4DM5Q	4.3	0.1235	0.2164	0
GTEX-T5JW-1526-SM-4DM5E	49.46	0	3.022	0
GTEX-T5JW-1626-SM-3GADZ	559.4	0.07033	0.3766	0
GTEX-T5JW-1726-SM-3GADN	338.6	0.5592	0.1832	0
GTEX-T5JW-1826-SM-3GAE1	85.89	0	0.3741	0
GTEX-T5JW-2026-SM-4DM63	61.73	0.2987	0.2053	0
GTEX-T5JW-2126-SM-EZ6LE	50.62	0.2834	0.4692	0
GTEX-T6MN-0002-SM-3NMAH	2.332	0.02117	0.04946	0
GTEX-T6MN-0005-SM-32PLJ	0.6046	0.02328	0	0
GTEX-T6MN-0008-SM-4DM7H	0.3627	2.151	0	0
GTEX-T6MN-0011-R10A-SM-32QP7	107.6	12.71	1.446	0
GTEX-T6MN-0011-R11A-SM-32QOX	1.802	13.37	0.6117	0
GTEX-T6MN-0011-R1A-SM-32QOY	65.61	9.408	1.51	0
GTEX-T6MN-0011-R2A-SM-32QOW	39.63	7.274	0.929	0
GTEX-T6MN-0011-R4A-SM-32QPG	165.2	8.337	1.112	0
GTEX-T6MN-0011-R5A-SM-32QPD	92.54	6.474	1.063	0
GTEX-T6MN-0011-R6A-SM-32QP8	83.98	11.67	1.228	0
GTEX-T6MN-0011-R7A-SM-32QP5	77.5	12.93	0.6389	0
GTEX-T6MN-0011-R8A-SM-32QP3	21.67	7.44	0.2734	0
GTEX-T6MN-0011-R9A-SM-32QOZ	4.701	4.543	0.4895	0
GTEX-T6MN-0126-SM-32PLP	1892	0.07652	0.6259	0
GTEX-T6MN-0226-SM-32PMD	1473	1.15	0.2778	0
GTEX-T6MN-0326-SM-32PMK	802.4	0.4653	3.8	0
GTEX-T6MN-0426-SM-32PMF	140.4	0.08821	0.1031	0
GTEX-T6MN-0526-SM-32PMS	39.86	0.05429	0.2537	0
GTEX-T6MN-0626-SM-32PM9	123.1	0.3241	0.4454	0
GTEX-T6MN-0726-SM-32PML	876.4	0.2563	1.657	0
GTEX-T6MN-0826-SM-32PM4	23.53	2.302	0.5308	0
GTEX-T6MN-0926-SM-32PLX	1.889	0.3592	0.09124	0
GTEX-T6MN-1126-SM-4DM71	20.77	0.9449	0.809	0
GTEX-T6MN-1226-SM-3NMA5	61.32	0.03334	0.01948	0
GTEX-T6MN-1526-SM-4DM5P	5.829	0.2074	0.303	0
GTEX-T6MN-1826-SM-EXOHN	445.5	0	0.3712	0
GTEX-T6MN-2026-SM-4DM7L	1.594	6.096	146.1	0
GTEX-T6MN-2126-SM-EZ6LC	14.51	0.7873	1.708	0
GTEX-T6MN-2226-SM-EVYAM	67.19	2.969	0.5981	0
GTEX-T6MN-2526-SM-32PMN	2.644	7.803	0.8004	0
GTEX-T6MN-2626-SM-32PMQ	78.28	7.779	1.436	0
GTEX-T6MN-2726-SM-4DM77	3.408	1.193	0.3615	0
GTEX-T6MO-0003-SM-3NMAG	0.7926	0.8462	0.09416	0
GTEX-T6MO-0006-SM-32QOU	0.2324	0.006564	0	0
GTEX-T6MO-0008-SM-4DM6T	0.2211	0.9931	0	0
GTEX-T6MO-0126-SM-4DM6X	5.074	0.1548	0.4898	0
GTEX-T6MO-0226-SM-32QOL	1.186	0.06123	0.6879	0
GTEX-T6MO-0326-SM-32QOK	116.5	0.09119	0.08878	0
GTEX-T6MO-0426-SM-32QOI	17.48	0.4033	0.2992	0
GTEX-T6MO-0526-SM-4DM6R	68.52	0.04601	1.03	0
GTEX-T6MO-0626-SM-4DM6P	21.19	0.2224	0.2843	0
GTEX-T6MO-0726-SM-4DM58	12.93	0.05345	0.3122	0
GTEX-T6MO-0826-SM-4DM51	3.688	0.1079	1.163	0
GTEX-T6MO-1026-SM-4DM72	33.77	0.5324	0.1914	0
GTEX-T6MO-1126-SM-4DM5D	7.131	0.1381	0.1009	0
GTEX-T6MO-1226-SM-4DM5S	68.01	0.08766	1.332	0
GTEX-T6MO-1426-SM-4DM73	354.1	0.431	0.5701	0
GTEX-T6MO-1526-SM-4DM57	3.677	0.05592	1.213	0
GTEX-T6MO-1626-SM-32QOM	460.1	0.08142	0.436	0
GTEX-T6MO-1726-SM-33HB8	100.4	0.1834	0.448	0
GTEX-T6MO-1926-SM-32QOJ	7.28	0.02865	0.636	0
GTEX-T6MO-2026-SM-33HB4	63.02	0.1611	1.154	0
GTEX-T8EM-0006-SM-3DB71	2.063	0.01639	0.02394	0
GTEX-T8EM-0126-SM-4DM5R	2.444	4.03	132.6	0
GTEX-T8EM-0226-SM-3DB7C	21.89	0.1861	0.1977	0
GTEX-T8EM-0326-SM-3DB7F	9.1	0.3846	0.4714	0
GTEX-T8EM-0426-SM-4DM7E	63.76	0.2137	0.4162	0
GTEX-T8EM-0526-SM-4DM64	78.72	0.07384	1.467	0
GTEX-T8EM-0626-SM-4DM62	8.994	0.1433	0.04187	0
GTEX-T8EM-0826-SM-4DM76	2.938	0.01115	0	0
GTEX-T8EM-1026-SM-3DB7M	396.4	0.02047	1.042	0
GTEX-T8EM-1126-SM-3DB7D	309.2	0.2901	0.2092	0
GTEX-T8EM-1226-SM-4DM5J	99.11	0.08917	1.079	0
GTEX-T8EM-1326-SM-3DB7G	35.29	0.02512	0.1027	0
GTEX-T8EM-1526-SM-3DB7I	105.6	0.3139	2.024	0
GTEX-T8EM-1626-SM-3DB7K	19.57	0.04985	0.7697	0
GTEX-T8EM-1826-SM-4DM7F	2.212	0.2811	0.854	0
GTEX-TKQ1-0003-SM-3NMAE	3.759	0.08463	0.3296	0
GTEX-TKQ1-0006-SM-33HBI	2.084	0.06682	0	0
GTEX-TKQ1-0008-SM-4DXSO	0.4473	1.087	0	0
GTEX-TKQ1-0126-SM-33HB3	85.47	0.2019	0.2317	0
GTEX-TKQ1-0226-SM-33HB5	102.9	0.1353	0.1542	0
GTEX-TKQ1-0326-SM-4DXSM	109.6	0.07258	3.689	0
GTEX-TKQ1-0426-SM-4DXT4	19.37	0.06506	0.2217	0
GTEX-TKQ1-0526-SM-4DXTG	14.28	0.09553	0.1717	0
GTEX-TKQ1-0626-SM-4DXTS	17.64	0.2761	0.6843	0
GTEX-TKQ1-0926-SM-4DXU2	3.415	4.168	90.31	0
GTEX-TKQ1-1026-SM-4GICL	590.1	0.04257	1.461	0
GTEX-TKQ1-1126-SM-4GIAZ	332.5	0.4756	0.1544	0
GTEX-TKQ1-1226-SM-4GICJ	70.94	0.09295	0.4525	0
GTEX-TKQ1-1326-SM-4DXU7	56.87	0.205	1.098	0
GTEX-TKQ1-1426-SM-4GICK	19.43	0.007221	0.08437	0
GTEX-TKQ2-0004-SM-3NMAC	0.9307	0.008301	0.194	0
GTEX-TKQ2-0006-SM-33HBH	1.38	0	0.01667	0
GTEX-TKQ2-0008-SM-4DM5L	1.234	1.778	0.07636	0
GTEX-TKQ2-0226-SM-4DM6V	3.167	0.05669	0.6292	0
GTEX-TKQ2-0426-SM-4DXUO	6.261	0.06366	0.3099	0
GTEX-TKQ2-0626-SM-EZ6LB	215.9	0.3147	0.1051	0
GTEX-TKQ2-0826-SM-33HB6	37.02	0.02627	0.243	0
GTEX-TKQ2-0926-SM-4DXU5	23.18	0.3202	0.7014	0
GTEX-TKQ2-1026-SM-33HB7	89.85	0.09893	0.6261	0
GTEX-TKQ2-1226-SM-4DXSV	5.008	0.1997	0.2552	0
GTEX-TKQ2-1326-SM-4DXT9	320.6	0.1514	0.2381	0
GTEX-TKQ2-1526-SM-4DXUN	7.343	3.857	62.95	0
GTEX-TKQ2-1726-SM-4DXUP	20.45	0.1443	0.02906	0
GTEX-TKQ2-1826-SM-33HB2	988.4	0.795	0.3197	0
GTEX-TML8-0001-SM-3NMAF	0.3597	0.1024	0.1495	0
GTEX-TML8-0005-SM-32QPA	0.6028	0	0.2021	0
GTEX-TML8-0008-SM-4DXUI	0.6667	1.96	0	0
GTEX-TML8-0326-SM-4GICN	2.388	0.6021	0.3096	0
GTEX-TML8-0526-SM-32QOQ	20.73	0.06853	0	0
GTEX-TML8-0726-SM-4DXTT	8.209	0.1467	0.2381	0
GTEX-TML8-0926-SM-4DXSJ	2.39	0.1736	0.9217	0
GTEX-TML8-1126-SM-4DXSS	526.5	0.2104	1.229	0
GTEX-TML8-1226-SM-32QON	241.1	0.4622	0.4591	0
GTEX-TML8-1326-SM-4DXTO	177.2	0.04672	0	0
GTEX-TML8-1426-SM-4DXUT	5.277	0.2035	0.2162	0
GTEX-TML8-1526-SM-4DXUX	90.41	0.0972	0.6084	0
GTEX-TML8-1626-SM-32QOO	316.2	0.2295	1.509	0
GTEX-TML8-1826-SM-32QOR	91.79	0.03989	0.1398	0
GTEX-TML8-1926-SM-32QOS	1825	0.1167	0.1203	0
GTEX-TML8-2026-SM-32QOP	405.7	0.4563	0.5924	0
GTEX-TMMY-0005-SM-33HBN	11.61	0.08715	0	0
GTEX-TMMY-0008-SM-4DXU3	1.569	2.379	0	0
GTEX-TMMY-0126-SM-4DXTP	5.833	0.05424	0.3961	0
GTEX-TMMY-0226-SM-33HBA	431.7	0.1544	0.9018	0
GTEX-TMMY-0426-SM-33HBB	52.78	0.06493	0.2574	0
GTEX-TMMY-0526-SM-33HBC	204	0.2429	1.926	0
GTEX-TMMY-0626-SM-33HBD	36.12	0.0734	0.5718	0
GTEX-TMMY-0726-SM-33HBE	125.5	0.2066	1.686	0
GTEX-TMMY-0826-SM-33HB9	7.518	0.2469	0.1383	0
GTEX-TMMY-0926-SM-4TT1Z	4.163	0.5736	0.6272	0
GTEX-TMMY-1026-SM-4DXTI	13.75	0.169	0.3141	0
GTEX-TMMY-1126-SM-4DXSX	414	0.3062	9.309	0
GTEX-TMMY-1226-SM-4DXT6	1.8	0.2542	0.3961	0
GTEX-TMMY-1326-SM-4DXU9	0.6795	0.01771	0.3363	0
GTEX-TMMY-1526-SM-4DXST	63.01	0.292	0.3143	0
GTEX-TMMY-1626-SM-4DXTY	2.897	0.1351	0	0
GTEX-TMMY-1726-SM-4DXTD	0.6495	0.08254	1.591	0
GTEX-TMMY-1926-SM-4DXUU	127.2	0.1227	5.778	0
GTEX-TMMY-2226-SM-4DXTN	0.5962	0.2105	0.5903	0
GTEX-TMZS-0001-SM-3P61Q	0.637	0.01661	0	0
GTEX-TMZS-0006-SM-3DB8G	0.5135	0.03263	0	0
GTEX-TMZS-0008-SM-47JWM	0.79	1.925	0.1618	0
GTEX-TMZS-0126-SM-3DB9Q	808.9	0.1329	0.405	0
GTEX-TMZS-0226-SM-3DB9N	140.5	0.6231	0.3832	0
GTEX-TMZS-0326-SM-3DB9P	63.95	0.05691	0.7757	0
GTEX-TSE9-0005-SM-4DXUF	0.3226	0.01367	0	0
GTEX-TSE9-0008-SM-4DXT8	0.6764	1.168	0.0837	0
GTEX-TSE9-0011-R10A-SM-3DB7O	160.3	2.755	1.308	0
GTEX-TSE9-0011-R11A-SM-3DB7N	4.928	6.098	0.4066	0
GTEX-TSE9-0011-R1A-SM-3DB7E	102.2	1.76	0.635	0
GTEX-TSE9-0011-R4A-SM-3DB7H	66.28	2.606	0.5479	0
GTEX-TSE9-0011-R5A-SM-3DB7J	56.63	3.053	0.3698	0
GTEX-TSE9-0011-R6A-SM-3DB7L	87.68	2.983	0.6732	0
GTEX-TSE9-0011-R7A-SM-3DB7P	55.88	2.818	0.454	0
GTEX-TSE9-0011-R8A-SM-3DB7R	39.81	3.102	0.9814	0
GTEX-TSE9-0011-R9A-SM-3DB7Q	4.915	1.271	0.8368	0
GTEX-TSE9-0126-SM-3DB83	378.4	0.1101	0.8039	0
GTEX-TSE9-0226-SM-3DB84	224.8	0.3885	0.475	0
GTEX-TSE9-0326-SM-3DB82	429.1	0.1347	4.847	0
GTEX-TSE9-0426-SM-3DB81	97.07	0.04132	1.103	0
GTEX-TSE9-0526-SM-3DB7Z	36.81	0.05328	0.2264	0
GTEX-TSE9-0626-SM-3DB8B	21.2	0.1483	1.344	0
GTEX-TSE9-0726-SM-3DB8C	13.04	0.2103	0.4096	0
GTEX-TSE9-1226-SM-4DXTM	123.2	0.2286	3.959	0
GTEX-TSE9-2226-SM-4DXUR	7.122	0.1157	6.616	0
GTEX-TSE9-2326-SM-EZ6ME	47.36	0.2432	0.8809	0
GTEX-TSE9-2526-SM-4DXUS	76.22	0.1863	2.013	0
GTEX-TSE9-2626-SM-4DXV2	1.038	0.3655	3.242	0
GTEX-TSE9-2726-SM-4DXSQ	163.7	0.06622	1.112	0
GTEX-TSE9-2826-SM-4DXTF	116.2	0.07324	1.284	0
GTEX-TSE9-2926-SM-3DB77	3.311	5.599	0.6524	0
GTEX-TSE9-3026-SM-3DB76	111.3	4.019	1.136	0
GTEX-TSE9-3126-SM-4DXSY	1.194	0.5593	0.4667	0
GTEX-U3ZG-0001-SM-47JYF	0.5293	0	1.914	0
GTEX-U3ZG-0006-SM-47JWX	0.7688	0.08883	0.05189	0
GTEX-U3ZG-0008-SM-47JWL	0.5894	4.178	0.04863	0
GTEX-U3ZG-0326-SM-47JXN	36.89	0.06807	0.2983	0
GTEX-U3ZH-0002-SM-3NMDD	0.5931	0.02584	0.2516	0
GTEX-U3ZH-0005-SM-3DB72	1.94	0	0.1695	0
GTEX-U3ZH-0008-SM-4DXT2	0.649	2.042	0.1606	0
GTEX-U3ZH-0126-SM-4DXUK	118.6	1.815	0.1172	0
GTEX-U3ZH-0226-SM-3DB7B	508.2	0.3993	1.239	0
GTEX-U3ZH-0326-SM-3DB7A	2.476	0.02822	0.03804	0
GTEX-U3ZH-0426-SM-4DXSE	212.1	0.3863	0.7523	0
GTEX-U3ZH-0526-SM-3DB75	22.16	1.144	1.188	0
GTEX-U3ZH-0626-SM-4DXT3	16.88	0.103	0.9888	0
GTEX-U3ZH-0926-SM-4DXU4	30.8	1.305	3.705	0
GTEX-U3ZH-1026-SM-4DXUZ	127.7	0.1403	2.622	0
GTEX-U3ZH-1126-SM-4DXUG	17.45	0.3406	0.3764	0
GTEX-U3ZH-1326-SM-4DXSF	42.05	0.3369	2.362	0
GTEX-U3ZH-1426-SM-4DXSR	206	0.4359	0.6727	0
GTEX-U3ZH-1526-SM-4DXV1	16.46	1.552	40.85	0
GTEX-U3ZH-1626-SM-3DB74	557.3	0.3667	2.192	0
GTEX-U3ZH-1726-SM-3DB79	573.3	0.2026	1.161	0
GTEX-U3ZH-1926-SM-4DXTR	277.2	0.03912	0.4951	0
GTEX-U3ZH-2026-SM-3DB78	2455	0.1007	0.414	0
GTEX-U3ZM-0002-SM-3NMDM	14.19	0.007878	0.6443	0
GTEX-U3ZM-0008-SM-4DXTQ	1.028	1.594	0.07632	0
GTEX-U3ZM-0126-SM-3DB8M	156.6	0.1391	0.5171	0
GTEX-U3ZM-0226-SM-4DXTA	4.271	0.2439	0.8383	0
GTEX-U3ZM-0326-SM-4DXUJ	192.5	0.2265	0.6203	0
GTEX-U3ZM-0426-SM-3DB73	9.399	0.8452	0.5208	0
GTEX-U3ZM-0526-SM-4DXTB	53.51	0.07531	2.42	0
GTEX-U3ZM-0626-SM-4DXTV	2.176	0.1495	0.4367	0
GTEX-U3ZM-0826-SM-4DXU6	25.92	0.3851	0.3615	0
GTEX-U3ZM-0926-SM-4DXSW	26.61	0.1952	0.7127	0
GTEX-U3ZM-1026-SM-EZ6LD	165.3	0.4366	0.1134	0
GTEX-U3ZM-1126-SM-4DXUB	33.22	0.07486	0.4082	0
GTEX-U3ZM-1226-SM-3DB9G	48.81	0.01629	0	0
GTEX-U3ZM-1526-SM-3DB9D	709.5	0.1192	0.9143	0
GTEX-U3ZM-1626-SM-4DXSK	3.436	3.707	124.3	0
GTEX-U3ZN-0002-SM-3NMDF	1.214	0	0.1682	0
GTEX-U3ZN-0006-SM-3DB7Y	3.56	0.03879	0	0
GTEX-U3ZN-0008-SM-4DXTL	0.5448	2.333	0	0
GTEX-U3ZN-0126-SM-4DXUM	68.76	2.436	0.2194	0
GTEX-U3ZN-0226-SM-3DB8D	19.49	0.05885	0	0
GTEX-U3ZN-0326-SM-3DB86	103.1	0.6269	1.031	0
GTEX-U3ZN-0426-SM-4DXSH	94.57	0.26	0.9492	0
GTEX-U3ZN-0526-SM-4DXTH	411.2	0.8718	0.5517	0
GTEX-U3ZN-0626-SM-3DB7U	5.087	1.019	0.4295	0
GTEX-U3ZN-0726-SM-4DXT5	15.37	0.4858	0.965	0
GTEX-U3ZN-0826-SM-4DXSZ	5.149	0.09915	0.753	0
GTEX-U3ZN-0926-SM-4DXTU	306.8	0.1587	2.318	0
GTEX-U3ZN-1026-SM-4DXTC	0.5317	0.2147	1.858	0
GTEX-U3ZN-1126-SM-4DXUL	53.63	0.5431	0.6345	0
GTEX-U3ZN-1226-SM-4DXUD	72.48	1.35	1.127	0
GTEX-U3ZN-1426-SM-3DB87	1.296	0.2207	0.08188	0
GTEX-U3ZN-1626-SM-4DXTZ	300.9	0.2388	3.488	0
GTEX-U3ZN-1726-SM-4DXUQ	90.24	0.209	8.479	0
GTEX-U3ZN-1826-SM-4DXUY	20.62	0.1964	1.043	0
GTEX-U3ZN-1926-SM-4DXSG	333.7	0.6818	0.7868	0
GTEX-U3ZN-2026-SM-4DXUC	38.39	0.1011	0	0
GTEX-U3ZN-2126-SM-4DXU1	484.8	0.1542	0.1407	0
GTEX-U3ZN-2226-SM-3DB88	54.72	0.03085	0.0515	0
